Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Amit Present,Ashneer Present,Guest Present
1,Poo-de-Cologne,22,70,20-Dec-21,04-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Rannvijay Singh,Beauty/Fashion,Toilet Spray with Essential Oils,https://www.poodecologne.com/,2021,1,,1,,0,Middle,Mumbai,Maharashtra,,0.75,150,,,,,,,75,5,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,
1,Moonshine,22,71,20-Dec-21,04-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Rannvijay Singh,Food,Meads,https://www.moonshinemeadery.com/,2018,2,2,,,0,Middle,Mumbai,Maharashtra,372,,70,,,,,,,80,0.5,16000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,
1,Falhari,22,72,20-Dec-21,04-Feb-22,18-Jan-22,Turning Ideas Into Businesses,Rannvijay Singh,Food,Fresh Fruits salads,https://falhari.com/,2015,3,3,,,0,Middle,Gurgaon,Haryana,,1,25,,,,,,,50,2,2500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,
1,NamhyaFoods,23,73,20-Dec-21,04-Feb-22,19-Jan-22,Investing In Innovation,Rannvijay Singh,Food,Ayurvedic Enriched Food,https://namhyafoods.com/,2019,1,,1,,0,Young,Jammu,Jammu & Kashmir,,16,,34,,,70,,,100,5,2000,1,1,50,10,50,,500,1,,,,,,,,,,,,,50,10,50,,,,,,,,,,,,,,,,1,1,1,1,,1,
1,UrbanMonkey,23,74,20-Dec-21,04-Feb-22,19-Jan-22,Investing In Innovation,Rannvijay Singh,Beauty/Fashion,Streetwear,https://www.urbanmonkey.com/,2014,1,1,,,0,Young,Mumbai,Maharashtra,2500,200,,25,,,,,,100,1,10000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,
1,GuardianGears,23,75,20-Dec-21,04-Feb-22,19-Jan-22,Investing In Innovation,Rannvijay Singh,Manufacturing,Motorcycle Luggage bags,https://guardiangears.in/,2018,2,1,1,,1,Middle,Hyderabad,Telangana,250,21,50,15,,,,,,30,5,600,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,
1,ModernMyth,23,76,20-Dec-21,04-Feb-22,19-Jan-22,Investing In Innovation,Rannvijay Singh,Beauty/Fashion,Bags Slings Clutches Handbags Totes Laptop Bags Travel Essentials Pouches Trunks & Gifting,https://www.modernmyth.in/,2019,2,1,1,,0,Young,Delhi,Delhi,,14,,,,,140,,,75,5,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,
1,TheSassBar,24,77,20-Dec-21,04-Feb-22,20-Jan-22,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Beauty/Fashion,Gifts Soaps,https://www.thesassbar.com/,2019,1,,1,,0,Young,Mumbai,Maharashtra,,7,65,55,,,,,,40,8,500,1,1,50,35,,,143,2,,,,,,,,,,25,17.5,,,,,,,,,,,,,,25,17.5,,Ghazal Alagh,Ghazal Alagh,1,1,1,,1,,,1
1,KGAgrotech,24,78,20-Dec-21,04-Feb-22,20-Jan-22,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Agriculture,Agricultural Innovations,https://www.instagram.com/jugaadu_kamlesh/,2022,2,2,,,0,Young,Malegaon,Maharashtra,0,,,,,,,,,30,10,300,1,1,10,40,20,,25,1,,,,,,,,,,,,,,,,10,40,20,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,NuskhaKitchen,24,79,20-Dec-21,04-Feb-22,20-Jan-22,A Decade Of Indian Entrepreneurship,Rannvijay Singh,Food,Homemade after delivery Foods,https://nuskhakitchen.com/,2019,2,1,1,,0,Middle,Jaipur,Rajasthan,,1.45,,,,,,,,20,10,200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,PawsIndia,25,80,20-Dec-21,04-Feb-22,21-Jan-22,An Ocean Of Opportunities,Rannvijay Singh,Animal/Pets,Dog Products,https://pawsindia.com/,2016,1,,1,,0,Young,Mumbai,Maharashtra,300,20,,16,,,350,,,50,4,1250,1,1,50,15,,,333,1,yes,,,,,,,,,50,15,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,SunfoxTechnologies,25,81,20-Dec-21,04-Feb-22,21-Jan-22,An Ocean Of Opportunities,Rannvijay Singh,Medical/Health,Portable ECG Device,https://www.sunfox.in/,2016,4,4,,,0,Young,Dehradun,Uttarakhand,120,5,,,,,,,,100,2,5000,1,1,100,6,,,1667,5,,,,20,1.2,,20,1.2,,20,1.2,,,,,20,1.2,,,,,,,,20,1.2,,Ghazal Alagh,Ghazal Alagh,1,1,1,,1,,,1
1,IsakFragrances,26,83,20-Dec-21,04-Feb-22,24-Jan-22,Revolutionary Ideas,Rannvijay Singh,Beauty/Fashion,Perfumes Fragrances,https://isakfragrances.com/,2016,1,,1,,0,Young,Lucknow,Uttar Pradesh,,3.5,,,,,,,,50,8,625,1,1,50,50,,,100,1,yes,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,JulaaAutomation,26,84,20-Dec-21,04-Feb-22,24-Jan-22,Revolutionary Ideas,Rannvijay Singh,Manufacturing,Automatic Cradle,https://www.automaticjulaa.com/,2022,3,3,,,0,Middle,Ahmedabad,Gujarat,0,,,,,,,yes,,50,10,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,RarePlanet,26,85,20-Dec-21,04-Feb-22,24-Jan-22,Revolutionary Ideas,Rannvijay Singh,Manufacturing,Handicrafts,https://rareplanet.in/,2015,2,2,,,0,Middle,Kolkata,West Bengal,,12,,10,,,6000,,,65,1,6500,1,1,65,3,,,2167,1,,,,65,3,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,ThekaCoffee,27,86,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Food,Coffee Products,https://thekacoffee.com/,2018,1,1,,,0,Young,Gandhinagar,Gujarat,180,4,,,,,12,,,50,10,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,WattTechnovations,27,87,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Medical/Health,Ventilated PPE Kits,https://www.watttechnovations.com/,2020,1,1,,,0,Young,Pune,Maharashtra,,,,,,,,,,0.00101,2,0,1,1,0.00101,4,,,0,4,,,,0.0002525,1,,,,,0.0002525,1,,,,,0.0002525,1,,,,,,,,0.0002525,1,,Ghazal Alagh,Ghazal Alagh,1,1,1,,1,,,1
1,AlisteTechnologies,27,88,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Technology/Software,Automation Solutions,https://www.alistetechnologies.com/,2020,6,6,,,0,Young,Noida,Uttar Pradesh,63,7.5,,40,,,,,,60,5,1200,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,InsuranceSamadhan,27,89,20-Dec-21,04-Feb-22,25-Jan-22,Investing In The Future Of India,Rannvijay Singh,Services,Insurance Solutions,https://www.insurancesamadhan.com/,2016,3,2,1,,0,Middle,Noida,Uttar Pradesh,104,22,,,,,,,,100,1,10000,1,1,100,4,,,2500,1,,,,,,,,,,,,,,,,100,4,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,HumpyA2,28,90,20-Dec-21,04-Feb-22,26-Jan-22,Meeting The New India Minds,Rannvijay Singh,Food,Organic Milk A2 Products,https://humpyfarms.com/,2017,3,2,1,,0,Middle,Pune,Maharashtra,208,,44,,,,,,,75,4,1875,1,1,100,15,,,667,3,,,,,,,33.33,5,,,,,,,,33.33,5,,,,,,,,33.33,5,,Ghazal Alagh,Ghazal Alagh,1,1,1,,1,,,1
1,KunafaWorld,28,91,20-Dec-21,04-Feb-22,26-Jan-22,Meeting The New India Minds,Rannvijay Singh,Food,Kunafa food products,https://www.kunafaworld.com/,2018,2,1,1,,1,Young,Mangalore,Karnataka,200,30,,30,,,,,,90,5,1800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,GoldSafeSolutions,28,92,20-Dec-21,04-Feb-22,26-Jan-22,Meeting The New India Minds,Rannvijay Singh,Manufacturing,Anti-Suicidal Fan Rod,https://www.goldlife.co.in/,2017,2,2,,,0,Middle,Mumbai,Maharashtra,60,,25,,,,,,,50,5,1000,1,1,50,30,,,167,3,,,,,,,16.66,10,,,,,,,,16.66,10,,,,,,,,16.66,10,,Ghazal Alagh,Ghazal Alagh,1,1,1,,1,,,1
1,WakaoFoods,29,93,20-Dec-21,04-Feb-22,27-Jan-22,Businesses Of Tomorrow,Rannvijay Singh,Food,Jackfruit Products,https://wakaofoods.com/,2021,1,1,,,0,Middle,Goa,Goa,72,6,,,,,,,,75,5,1500,1,1,75,21,,,357,3,,,,25,7,,25,7,,,,,,,,,,,,,,,,,25,7,,Ghazal Alagh,Ghazal Alagh,1,1,1,,1,,,1
1,PDDFalcon,29,94,20-Dec-21,04-Feb-22,27-Jan-22,Businesses Of Tomorrow,Rannvijay Singh,Manufacturing,Stainless Steel Items,https://falconproducts.co.in/,2018,2,1,1,,1,Young,Gandhinagar,Gujarat,242,,30,,,,300,,,75,3,2500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,PlayBoxTV,29,95,20-Dec-21,04-Feb-22,27-Jan-22,Businesses Of Tomorrow,Rannvijay Singh,Services,Streaming Platform,https://playboxtv.in/,2017,2,2,,,0,Young,Mumbai,Maharashtra,1020,87,,,,,,,,100,3.5,2857,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,,1,,,1
1,Sippline,30,96,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Manufacturing,Portable Glass Attachment Drinking Shields,https://www.sippline.com/,2019,1,1,,,0,Middle,Pune,Maharashtra,,,,,,,,,,75,15,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
1,KabaddiAdda,30,97,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Sports,All-Kabaddi App,https://www.kabaddiadda.com/,2019,2,2,,,0,Middle,Bangalore,Karnataka,250,,80,30,,,,,,80,1,8000,1,1,80,6,,,1333,2,,,,40,3,,40,3,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
1,ShadesofSpring,30,98,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Services,Flowers,https://shadesofspring.in/,2019,2,1,1,,1,Young,Bangalore,Karnataka,900,,30,,,,,,,300,1,30000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
1,Scholify,30,99,20-Dec-21,04-Feb-22,28-Jan-22,Sharks Ki Expertise,Rannvijay Singh,Education,Scholarship Platform,https://scholifyme.com/,2018,1,1,,,0,Middle,Bangalore,Karnataka,0,,,,,,,,,50,7.5,667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
1,Scrapshala,31,100,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,Handmade Reusable Scrap Materials,https://scrapshala.com/,2016,2,,2,,0,Middle,Varanasi,Uttar Pradesh,27,2,,,,,,,,50,10,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
1,Sabjikothi,31,101,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,Vegetables Storage SaptKrishi,https://www.saptkrishi.com/,2019,2,1,1,,0,Young,Bhagalpur,Bihar,0,,,,,,,,,60,2.5,2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
1,AyuRythm,31,102,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Medical/Health,Ayurvedic Wellness App,https://www.ayurythm.com/home/,2016,3,3,,,0,Middle,Bangalore,Karnataka,,,,,,,,,,75,2,3750,1,1,75,2.68,,,2799,1,,,,,,,,,,,,,75,2.68,,,,,,,,,,,,,,,,1,1,1,1,,,1,
1,Astrix,31,103,20-Dec-21,04-Feb-22,31-Jan-22,Entrepreneurship Ki Raah,Rannvijay Singh,Manufacturing,Smart Locks Qtouch,https://www.astrixengineering.com/,2021,2,1,1,,1,Middle,Coimbatore,Tamil Nadu,75,18,,,,,,,,75,3,2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,
1,TheaAndSid,32,104,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Services,Proposal Solutions,https://theaandsid.com/,2021,2,,2,,0,Middle,Mumbai,Maharashtra,16,10,75,30,,,,,,80,7,1143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,
1,ExperentialEtc,32,105,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Technology/Software,Technology layered advertisement services,https://www.experientialetc.com/,2017,2,2,,,0,Middle,Mumbai,Maharashtra,100,,,,,,,,,200,4,5000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,
1,C3Med-Tech,32,107,20-Dec-21,04-Feb-22,01-Feb-22,The Road To Success,Rannvijay Singh,Medical/Health,Portable ophthalmic vision devices,https://c3prototypes.com/,2019,2,1,1,,1,Middle,Ahmedabad,Gujarat,,,,,,,,,,35,6,583,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,
1,ColourMeMad-CMM,33,108,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Beauty/Fashion,Insoles,https://yourfootdoctor.in/,2017,2,1,1,,1,Middle,Mumbai,Maharashtra,,0.66,,,,,,,,40,10,400,1,1,40,25,,,160,1,,,,40,25,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,
1,Mavi's,33,109,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Food,Vegan Fermented Food,https://mavispantry.com/,2018,2,1,1,,1,Middle,Thane,Maharashtra,,2,,,,,,,,40,5,800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,
1,TweekLabs,33,110,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Sports,Sportswear,https://www.tweek-labs.com/,2019,4,4,,,0,Middle,Delhi,Delhi,,,,,,,,,,40,2,2000,1,1,60,10,,,600,3,,,,,,,,,,20,3.33,,,,,20,3.33,,,,,20,3.33,,,,,,,1,,1,1,1,,1,
1,Proxgy,33,111,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,Technology/Software,Virtual Reality,https://www.proxgy.com/,2020,2,2,,,0,Middle,Delhi,Delhi,,,,,,,,,,35,1,3500,1,1,100,10,,,1000,2,,,,,,,,,,,,,,,,50,5,,,,,50,5,,,,,,,1,,1,1,1,,1,
1,NomadFoodProject,34,112,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Food,Bacon Jams Relishes,https://nomadfoodproject.com/,2019,2,2,,,0,Young,"Delhi,Pune","Delhi,Maharashtra",,3,70,,,,,,,40,10,400,1,1,40,20,,,200,4,,,,10,5,,10,5,,,,,,,,,,,,,,10,5,,10,5,,Ghazal Alagh,Ghazal Alagh,1,1,1,1,1,,1,1
1,TweeInOne,34,113,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Beauty/Fashion,Reversible and convertible clothing,https://tweeinone.com/,2017,1,,1,,0,Young,Mumbai,Maharashtra,,,,,,,,,,30,7.5,400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,1,1,,1,1
1,GreenProtein,34,114,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Food,Plant-Based Protein,https://greenprotein.co.in/,2019,2,1,1,,1,Middle,Mumbai,Maharashtra,,12,40,,,,,,,60,2,3000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,1,1,,1,1
1,On2Cook,34,115,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,Food,Fastest Cooking Device,https://on2cook.com/,2022,1,1,,,0,Middle,Ahmedabad,Gujarat,0,,,,,,,,,100,1,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,1,1,,1,1
1,JainShikanji,35,116,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,Food,Lemonade,https://jainshikanjimasala.com/,2017,1,1,,,0,Middle,Modinagar,Uttar Pradesh,,2,,,,,,,,40,8,500,1,1,40,30,,,133,4,,,,,,,10,7.5,,10,7.5,,10,7.5,,,,,,,,10,7.5,,,,,,Ghazal Alagh,1,1,1,1,1,,1,1
1,Woloo,35,117,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,Technology/Software,Washroom Finder,https://woloo.in/,2020,3,1,2,,0,Middle,Mumbai,Maharashtra,108,,,,,,,,,50,4,1250,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,1,1,,1,1
1,ElcareIndia,35,118,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,Medical/Health,Carenting for Elders,https://elcare.co/,2021,3,2,1,,0,Middle,Mumbai,Maharashtra,60,,30,,,,,,,100,2.5,4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazal Alagh,1,1,1,1,1,,1,1
1,SneaKare,36,119,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Beauty/Fashion,Shoe Sneaker kits storage crates,https://sneakare.com/,2020,1,1,,,0,Young,Delhi,Delhi,,7,,,,,,,,20,5,400,1,1,21,12,,,175,3,,,,7,4,,7,4,,,,,7,4,,,,,,,,,,,,,,,,1,1,,1,1,,,
1,FrenchCrown,36,120,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Beauty/Fashion,Clothes,https://frenchcrown.in/,2017,2,2,,,0,Middle,Surat,Gujarat,7200,,70,,,,,,,150,0.33,45455,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,
1,StoreMyGoods,36,121,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Services,Storage solutions,https://storemygoods.in/,2020,3,2,1,,1,Middle,Noida,Uttar Pradesh,100,,,,,,,,,100,1.75,5714,1,1,50,4,50,,1250,2,,,,25,2,25,,,,,,,,,,25,2,25,,,,,,,,,,,,1,1,,1,1,,,
1,Devnagri,36,122,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,Technology/Software,Translation of language content,https://devnagri.com/,2020,2,2,,,0,Middle,Delhi,Delhi,500,,,,,,,,,100,1,10000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,
1,WitBlox,0,123,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Manufacturing,Kids playing equipment,https://witblox.com/,2020,2,1,1,,0,Middle,Mumbai,Maharashtra,,,,,,,,,,60,3,2000,1,1,60,10,,,600,2,,,,,,,,,,,,,,,,30,5,,,,,,,,30,5,,Ghazal Alagh,Ghazal Alagh,,,,,1,,,1
1,Kineer,0,124,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Food,Packaged drinking water,https://www.kineerblessed.com/,2018,2,1,,1,0,Middle,Pune,Maharashtra,,2,,,,,,,,100,10,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PiChem,0,125,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Manufacturing,Chemical products,http://www.pichem.in/,2021,1,1,,,0,Young,Lucknow,Uttar Pradesh,,1.77,50,,,,,,,40,5,800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Clensta,0,126,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Beauty/Fashion,Waterless bathing technology products,https://clensta.com/,2017,1,1,,,0,Middle,Delhi,Delhi,,150,,,,,,,,100,1,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,InfinitiInsects,0,127,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Animal/Pets,Live insect feed for pets,https://infiniti-insects.business.site/,2016,2,1,1,,,Middle,Bangalore,Karnataka,,0.5,,,,,,,,25,10,250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AshwaPro,0,128,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Services,Outdoor cycling gym,https://ashwa.pro/,2020,1,1,,,0,Middle,Jaipur,Rajasthan,,,,,,,,,,50,10,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Mine4Nine,0,129,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Beauty/Fashion,Trendy maternity dresses,https://mine4nine.in/,2019,2,1,1,,1,Middle,Gurgaon,Haryana,260,,,,,,,,,75,4,1875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,StudioBeej,0,130,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Beauty/Fashion,Sustainable leather accessories,https://studiobeej.com/,2020,1,,1,,0,Middle,Mumbai,Maharashtra,112,,,,,,,,,75,7.5,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sattuz,0,131,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Liquor/Beverages,Foods Beverages super food,https://sattuz.in/,2018,2,1,1,,1,Middle,Madhubani,Bihar,25,,,,,,,,,25,5,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Scintiglo,0,132,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Medical/Health,Diagnostic device for microalbuminuria estimation,https://cemd.in/,2021,1,1,,,0,Middle,Indore,Madhya Pradesh,0,,,,,,,,,75,1,7500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Glii,0,133,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Services,Dating app for LGBTQ,https://www.glii.in/,2021,4,3,,1,0,Middle,Noida,Uttar Pradesh,,,,,,,,,,40,4,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,StanleeIndia,0,134,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Electronics,Televisions,https://www.stanleeindia.com/,2019,3,3,,,0,Middle,Delhi,Delhi,,,,,,,,,,60,3,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SpaceKidzIndia,0,135,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Manufacturing,Small Satellites by kids,https://www.spacekidzindia.in/,2016,2,1,1,,0,Middle,Chennai,Tamil Nadu,,,,,,,,,,100,2,5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,UrbanNaps,0,136,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Services,Smart Napping Pod,https://urbannaps.com/,2018,2,2,,,0,Young,Ahmedabad,Gujarat,,,,,,,,,,50,4,1250,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Gizmoswala,0,137,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Entertainment,Sex toys and games,https://www.gizmoswala.com/,2020,3,2,1,,0,Middle,Mumbai,Maharashtra,,7,40,,,,,,,75,5,1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Picsniff,0,139,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Technology/Software,Face recognition based image sharing,https://algomage.com/algoshare,2021,1,1,,,0,Young,Mumbai,Maharashtra,,,,,,,,,,55,1,5500,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Deciwood,0,140,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Electronics,Portable wooden Bluetooth speakers,https://deciwood.com/,2019,2,2,,,0,Young,Delhi,Delhi,,,,,,,,,,50,3.5,1429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tathastulive,0,142,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Services,"Offer Daan, Puja and Yajna",https://www.temple.biz/,2020,3,2,1,,1,Middle,Ahmedabad,Gujarat,,,,,,,,,,50,10,500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BandsandCups,0,143,20-Dec-21,04-Feb-22,,Unseen,Rannvijay Singh,Beauty/Fashion,Bra fitting service,https://www.bandsandcups.com/,2021,1,,1,,0,Middle,Chennai,Tamil Nadu,,1,60,,,,,,,40,10,400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
